Name,Slug,Short Description,Tagline / Description,Long Description (About),Official Website URL,Logo URL,Primary Category,Category Slug,Primary Task(s),Key Features,Use Cases,Integrations,Supported Platforms,Pricing Model,Pricing Raw,Has API,API Docs URL,Is Open Source,GitHub Repository,Provider / Company,Provider Website,Release Date,Pros,Cons
Babyfoxagi,babyfoxagi,AI agent for ai agent,AI agent for ai agent,BabyFoxAGI is a Open Source & AI Agent Framework AI agent that most recent mod of BabyAGI with a new parallel UI panel.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/yoheinakajima/babyagi/tree/main/classic/babyfoxagi,,,,,
Bambooai,bambooai,AI agent for ai agent,AI agent for ai agent,BambooAI is a Open Source AI agent that the BambooAI library is a user-friendly semi-autonomous AI agent designed to make data exploration and analysis more...,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/pgalko/BambooAI,,,,,
Beebot,beebot,AI agent for ai agent,AI agent for ai agent,BeeBot is a Digital Workers & Open Source AI agent that an Autonomous AI Assistant designed to perform a wide range of practical tasks autonomously.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/AutoPackAI/beebot,,,,,
Bitbuilder,bitbuilder,AI agent for ai agent,AI agent for ai agent,"BitBuilder is an AI agent that ""Virtual intern for developers"", generates code via PRs raised against your repository.",https://www.bitbuilder.ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Basis,basis,AI agent for ai agent,AI agent for ai agent,Basis is a Business Automation & AI Agent Framework AI agent that AI agents built specifically for accountants.,https://www.getbasis.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Bella Twin,bella-twin,AI agent for ai agent,AI agent for ai agent,"Bella TWIN is a Business Automation AI agent that CLU orchestrates processes with autonomous AI agents, enhancing efficiency and automation (Paid).",https://www.cluagents.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,PAID,Contact for pricing,FALSE,,FALSE,,,,,,
Bielai,bielai,AI agent for ai agent,AI agent for ai agent,Biel.ai is a Digital Workers AI agent that AI chatbot for transforming documentation into interactive assistants (Freemium).,https://biel.ai,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Beeai,beeai,AI agent for ai agent,AI agent for ai agent,BeeAI is a Developer Tools & AI Agent Framework AI agent that chat to build personalized apps.,https://iambee.ai,,AI Agent,ai-agent,AI Agent; Code Generation; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Bilic,bilic,AI agent for ai agent,AI agent for ai agent,Bilic is a Business Automation AI agent that AI-driven agents for finance security and compliance.,https://www.bilic.io/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Bloop,bloop,AI agent for ai agent,AI agent for ai agent,"Bloop is a Developer Tools AI agent that find code, fast.",https://bloop.ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Bee Agent Framework,bee-agent-framework,AI agent for ai agent,AI agent for ai agent,Bee Agent Framework is a Developer Tools & Open Source AI agent that the framework for building scalable agentic applications.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/i-am-bee/bee-agent-framework,,,,,
Boostai,boostai,AI agent for ai agent,AI agent for ai agent,Boost.ai is a Customer Support AI agent that boost.ai automates customer experience in regulated industries with advanced conversational AI.,https://boost.ai,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Bondai,bondai,AI agent for ai agent,AI agent for ai agent,"BondAI is a Open Source & AI Agent Framework AI agent that a highly capable, autonomous AI Agent with an easy to use CLI, RESTful/WebSocket API, Pre-built...",https://bondai.dev/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,,,,,,
Botpress,botpress,AI agent for ai agent,AI agent for ai agent,Botpress is a AI Agent Framework AI agent that the Complete AI Agent Platform for building AI agents powered by LLMs (Free).,https://botpress.com,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Boston Dynamics Atlas,boston-dynamics-atlas,AI agent for ai agent,AI agent for ai agent,Boston Dynamics Atlas is a Hardware + Software AI agent that atlas is the world's most dynamic humanoid robot designed for real-world applications.,https://bostondynamics.com/atlas/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Bookmyflight,bookmyflight,AI agent for ai agent,AI agent for ai agent,BookMyFlight is a Travel AI agent that bookMyFlight.ai is an AI-driven platform for searching and booking flights (Free).,https://bookmyflight.ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Bravi,bravi,AI agent for ai agent,AI agent for ai agent,"Bravi is a Customer Support AI agent that the AI Communication Hub for Home Services, automating customer flow and enhancing lead conversion.",https://www.bravi.app/,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Box Ai Agents,box-ai-agents,AI agent for ai agent,AI agent for ai agent,Box AI Agents is a Business Automation AI agent that box AI enhances workflows by unlocking insights from unstructured data.,https://www.box.com/ai,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Break True,break-true,AI agent for ai agent,AI agent for ai agent,Break True is a Task Automation & AI Agent Framework AI agent that specialist AI agents.,https://breaktrue.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Brickwise,brickwise,AI agent for ai agent,AI agent for ai agent,"Brickwise is a Task Automation AI agent that alice is a 24/7 AI property manager that automates tenant calls, maintenance requests, and property operations...",https://www.brickwiseai.com,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Casefloodai,casefloodai,AI agent for ai agent,AI agent for ai agent,Caseflood.ai is a Business Automation AI agent that AI-driven intake solution for law firms (Freemium).,https://caseflood.ai,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Butternut Ai,butternut-ai,AI agent for ai agent,AI agent for ai agent,"Butternut AI is a General Assistant AI agent that a tool for creating a fully-functioning, ready-to-launch website in 20 seconds (Freemium).",https://butternut.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Camunda,camunda,AI agent for ai agent,AI agent for ai agent,Camunda is a Business Automation AI agent that automation value at scale with Camunda's agentic process orchestration.,https://camunda.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Calai,calai,AI agent for ai agent,AI agent for ai agent,Cal.ai is a General Assistant & Voice Agents AI agent that schedule calls with Enterprise Voice AI.,https://cal.ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Capy,capy,AI agent for ai agent,AI agent for ai agent,Capy is a Developer Tools AI agent that AI software engineer that ships features in parallel and triages issues autonomously (Freemium).,https://capy.ai,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Careflo Ai,careflo-ai,AI agent for ai agent,AI agent for ai agent,"CareFlo AI is a Healthcare + Software AI agent that transform your care delivery with CareFlo AI, enabling smoother operations for healthcare providers...",https://automationedge.com/home-health-care-automation/company/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Browserbase Director,browserbase-director,AI agent for ai agent,AI agent for ai agent,Browserbase Director is a Task Automation AI agent that automate various tasks with AI-powered assistance.,https://www.director.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Broadn,broadn,AI agent for ai agent,AI agent for ai agent,broadn is a Business Automation AI agent that AI no-code copilot that allows users to build AI apps.,https://www.broadn.io/,,AI Agent,ai-agent,AI Agent; Code Generation; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Camel,camel,AI agent for ai agent,AI agent for ai agent,CAMEL is a Open Source AI agent that an agent architecture for “Mind” Exploration of Large Scale Language Model Society (Free).,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/camel-ai/camel,,,,,
Agent Platform,agent-platform,AI agent for ai agent,AI agent for ai agent,Explore Agent Platform AI agents and tools. Find the best agent platform AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Caretta,caretta,AI agent for ai agent,AI agent for ai agent,Caretta is a Business Automation AI agent that sales call AI for GTM teams to enhance their effectiveness during sales calls.,https://www.caretta.so/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Ai Agency,ai-agency,AI agent for ai agent,AI agent for ai agent,Explore AI Agency AI agents and tools. Find the best ai agency AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Blockchain,blockchain,AI agent for ai agent,AI agent for ai agent,Explore Blockchain AI agents and tools. Find the best blockchain AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Ai Agent Framework,ai-agent-framework,AI agent for ai agent,AI agent for ai agent,Explore AI Agent Framework AI agents and tools. Find the best ai agent framework AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Commerce,commerce,AI agent for ai agent,AI agent for ai agent,Explore Commerce AI agents and tools. Find the best commerce AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Developer Tools,developer-tools,AI agent for ai agent,AI agent for ai agent,Explore Developer Tools AI agents and tools. Find the best developer tools AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Data Extraction,data-extraction,AI agent for ai agent,AI agent for ai agent,Explore Data Extraction AI agents and tools. Find the best data extraction AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Education,education,AI agent for ai agent,AI agent for ai agent,Explore Education AI agents and tools. Find the best education AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Document Intelligence,document-intelligence,AI agent for ai agent,AI agent for ai agent,Explore Document Intelligence AI agents and tools. Find the best document intelligence AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Digital Workers,digital-workers,AI agent for ai agent,AI agent for ai agent,Explore Digital Workers AI agents and tools. Find the best digital workers AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Customer Support,customer-support,AI agent for ai agent,AI agent for ai agent,Explore Customer Support AI agents and tools. Find the best customer support AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Healthcare Software,healthcare-software,AI agent for ai agent,AI agent for ai agent,Explore Healthcare + Software AI agents and tools. Find the best healthcare + software AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Business Automation,business-automation,AI agent for ai agent,AI agent for ai agent,Explore Business Automation AI agents and tools. Find the best business automation AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Hardware Software,hardware-software,AI agent for ai agent,AI agent for ai agent,Explore Hardware + Software AI agents and tools. Find the best hardware + software AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Marketing,marketing,AI agent for ai agent,AI agent for ai agent,Explore Marketing AI agents and tools. Find the best marketing AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Healthcare,healthcare,AI agent for ai agent,AI agent for ai agent,Explore Healthcare AI agents and tools. Find the best healthcare AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Risk Management,risk-management,AI agent for ai agent,AI agent for ai agent,Explore Risk Management AI agents and tools. Find the best risk management AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Research Labs,research-labs,AI agent for ai agent,AI agent for ai agent,Explore Research Labs AI agents and tools. Find the best research labs AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Open Source,open-source,AI agent for ai agent,AI agent for ai agent,Explore Open Source AI agents and tools. Find the best open source AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,,,,,,
General Assistant,general-assistant,AI agent for ai agent,AI agent for ai agent,Explore General Assistant AI agents and tools. Find the best general assistant AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Social Media,social-media,AI agent for ai agent,AI agent for ai agent,Explore Social Media AI agents and tools. Find the best social media AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Task Automation,task-automation,AI agent for ai agent,AI agent for ai agent,Explore Task Automation AI agents and tools. Find the best task automation AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Transportation,transportation,AI agent for ai agent,AI agent for ai agent,Explore Transportation AI agents and tools. Find the best transportation AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Voice Agents,voice-agents,AI agent for ai agent,AI agent for ai agent,Explore Voice Agents AI agents and tools. Find the best voice agents AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Chemcrow,chemcrow,AI agent for ai agent,AI agent for ai agent,"ChemCrow is a Open Source AI agent that a chemistry agent that performs tasks across synthesis, drug discovery, and materials design.",https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/ur-whitelab/chemcrow-public,,,,,
Travel,travel,AI agent for ai agent,AI agent for ai agent,Explore Travel AI agents and tools. Find the best travel AI agents for your needs.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Chatgiraffe,chatgiraffe,AI agent for ai agent,AI agent for ai agent,Chatgiraffe is a Task Automation AI agent that AI-driven expense tracking through a conversational interface (Freemium).,https://www.chatgiraffe.ai/,,AI Agent,ai-agent,AI Agent; Task Automation; Customer Support,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Chatdev,chatdev,AI agent for ai agent,AI agent for ai agent,ChatDev is a Open Source AI agent that a set of communicative agents for software development (Free).,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/OpenBMB/ChatDev,,,,,
Cicd Integration,cicd-integration,AI agent for ai agent,AI agent for ai agent,CI/CD Integration is a Developer Tools AI agent that automation tool for CI/CD and development workflows using Droids (Freemium).,https://factory.ai/product/cli,,AI Agent,ai-agent,AI Agent; Code Generation; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Chef By Convex,chef-by-convex,AI agent for ai agent,AI agent for ai agent,Chef by Convex is a Developer Tools AI agent that an open-source app generator that integrates with Convex for seamless backend development (Free).,https://convex.dev/chef,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,TRUE,,,,,,
Claude Code,claude-code,AI agent for ai agent,AI agent for ai agent,"Claude Code is a General Assistant AI agent that claude is your AI-powered problem-solving partner, designed to assist with a wide range of tasks (Freemium).",https://www.anthropic.com/claude,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Clareefai,clareefai,AI agent for ai agent,AI agent for ai agent,Clareefai is a Business Automation AI agent that a platform that organizes reference calls between prospects and customers to accelerate B2B sales.,https://clareefai.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Claros,claros,AI agent for ai agent,AI agent for ai agent,Claros is a Commerce & General Assistant AI agent that AI-powered clerk to revolutionize the online shopping experience.,https://www.claros.so/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Claude For Work,claude-for-work,AI agent for ai agent,AI agent for ai agent,Claude for Work is a Business Automation AI agent that claude is an AI agent that enhances productivity in organizations by utilizing trusted knowledge to...,https://www.claude.com/pricing/enterprise,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Clay,clay,AI agent for ai agent,AI agent for ai agent,Clay is a Business Automation AI agent that AI-powered lead enrichment and GTM automation platform (Free).,https://www.clay.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Cleon,cleon,AI agent for ai agent,AI agent for ai agent,Cleon is a Customer Support AI agent that voice AI that learns your business to handle customer calls efficiently.,https://getcleon.ai,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Clickup,clickup,AI agent for ai agent,AI agent for ai agent,ClickUp is a Task Automation AI agent that NEW AI Super Agents to replace all software and enhance productivity (Free).,https://clickup.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Clippy,clippy,AI agent for ai agent,AI agent for ai agent,"Clippy is a Developer Tools & Open Source AI agent that the purpose of Clippy is to elop code for or with the user. It can plan, write, debug, and test some...",https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/ennucore/clippy/,,,,,
Climaty Ai,climaty-ai,AI agent for ai agent,AI agent for ai agent,Climaty AI is a Marketing AI agent that climaty AI enables advertisers to measure carbon impact and optimize performance through AI automation (Freemium).,https://climaty.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Co Sales Ai Configurator,co-sales-ai-configurator,AI agent for ai agent,AI agent for ai agent,"Co-Sales AI Configurator is a AI Agent Framework AI agent that AI solutions tailored to operational needs, including ready-to-run agents and custom tools.",https://r-sun.ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Codegen,codegen,AI agent for ai agent,AI agent for ai agent,Codegen is a Developer Tools AI agent that AI powered ticket resolution and code gen.,https://www.codegen.com/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Cody By Ajhous44,cody-by-ajhous44,AI agent for ai agent,AI agent for ai agent,Cody by ajhous44 is a Developer Tools & Open Source AI agent that an AI assistant designed to let you interactively query your codebase using natural...,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/ajhous44/cody,,,,,
Codestory,codestory,AI agent for ai agent,AI agent for ai agent,CodeStory is a Developer Tools AI agent that the AI-powered mod of VSCode.,https://codestory.ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Cognigy,cognigy,AI agent for ai agent,AI agent for ai agent,"Cognigy is a Voice Agents & Customer Support AI agent that support your customers and agents with Cognigy.AI, powered by Generative AI on voice and chat.",https://www.cognigy.com/,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Commit,commit,AI agent for ai agent,AI agent for ai agent,Commit is an AI agent that career Copilot and AI Agent for Software Developers.,https://commit.dev,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Cognosys,cognosys,AI agent for ai agent,AI agent for ai agent,Cognosys is a General Assistant & Task Automation AI agent that your AI copilot for productivity.,https://www.cognosys.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Cognition Ai,cognition-ai,AI agent for ai agent,AI agent for ai agent,Cognition AI is a Developer Tools AI agent that cognition AI is an innovative AI company known for developing advanced coding tools like Devin AI (Paid).,https://en.wikipedia.org/wiki/Cognition_AI,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,PAID,Contact for pricing,FALSE,,FALSE,,,,,,
Cody By Sourcegraph,cody-by-sourcegraph,AI agent for ai agent,AI agent for ai agent,Cody by Sourcegraph is a Developer Tools & Open Source AI agent that an AI code assistant from Sourcegraph that writes code and answers questions for you by...,https://docs.sourcegraph.com/cody,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,,,,,,
Cofounder,cofounder,AI agent for ai agent,AI agent for ai agent,Cofounder is a Task Automation AI agent that cofounder is an AI-driven system that automates business tasks and integrates with various tools.,https://cofounder.co/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Codeium Ai,codeium-ai,AI agent for ai agent,AI agent for ai agent,Codeium AI is a Developer Tools AI agent that windsurf provides an intuitive AI coding experience designed for developers and teams (Freemium).,https://windsurf.com/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Codium Ai,codium-ai,AI agent for ai agent,AI agent for ai agent,Codium AI is a Developer Tools AI agent that AI-powered interactive code integrity dev tool enabling developers to ship software faster and with fewer bugs...,https://www.codium.ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Cue,cue,AI agent for ai agent,AI agent for ai agent,Cue is a Developer Tools & Research Labs AI agent that build software faster with an AI agent.,https://www.getcue.ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Continue,continue,AI agent for ai agent,AI agent for ai agent,Continue is a Developer Tools & Open Source AI agent that an open-source autopilot for software development (Free).,https://continue.dev/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,,,,,,
Continua,continua,AI agent for ai agent,AI agent for ai agent,Continua is a General Assistant & AI Agent Framework AI agent that personal agents for the world (Free).,https://www.continua.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Custom Ai Agent,custom-ai-agent,AI agent for ai agent,AI agent for ai agent,Custom AI Agent is a AI Agent Framework AI agent that an AI agent platform for creating and managing customized agents.,https://aiagent.app/agents,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Cursor,cursor,AI agent for ai agent,AI agent for ai agent,Cursor is a Developer Tools AI agent that AI-first code editor.,https://cursor.sh/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Crewai,crewai,AI agent for ai agent,AI agent for ai agent,CrewAI is a Task Automation AI agent that fast and flexible multi-agent automation framework.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/joaomdmoura/crewai,,,,,
Denki,denki,AI agent for ai agent,AI agent for ai agent,Denki is a Business Automation AI agent that AI-powered compliance tools for internal auditors.,https://denki.ai,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Devgpt,devgpt,AI agent for ai agent,AI agent for ai agent,DevGPT is a Open Source AI agent that team of virtual developers.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/jina-ai/dev-gpt,,,,,
Datazen Securezen Operatezen Memoryzen,datazen-securezen-operatezen-memoryzen,AI agent for ai agent,AI agent for ai agent,"Datazen, Securezen, Operatezen, Memoryzen is a AI Agent Framework AI agent that enterprise AI solutions for optimizing workflows with agentic systems.",https://www.oraczen.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
