Name,Slug,Short Description,Tagline / Description,Long Description (About),Official Website URL,Logo URL,Primary Category,Category Slug,Primary Task(s),Key Features,Use Cases,Integrations,Supported Platforms,Pricing Model,Pricing Raw,Has API,API Docs URL,Is Open Source,GitHub Repository,Provider / Company,Provider Website,Release Date,Pros,Cons
Playwright AI Agents Guide | ClawSites,playwright-ai-agents,"Compare Playwright AI agents for browser tasks, tests,","Compare Playwright AI agents for browser tasks, tests, traces, storage state, selectors, screenshots, and safe workflow automation.","Compare Playwright AI agents for browser tasks, tests, traces, storage state, selectors, screenshots, and safe workflow automation.",https://www.clawsites.com/playwright-ai-agents,https://www.clawsites.com/opengraph-image,/AI Agents,ai-agents,/AI Agents,"
• / Playwright AI Agents
• Repair flaky Playwright tests after UI changes.
• Generate first-pass E2E tests from a user flow.
• Inspect browser traces and summarize failures.
• Run authenticated checks with saved storage state.","
• Repair flaky Playwright tests after UI changes.
• Generate first-pass E2E tests from a user flow.
• Inspect browser traces and summarize failures.
• Run authenticated checks with saved storage state.
• Prototype web workflow automation before productizing it.",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Agentic News: AI Research Agent Features & Limits | ClawSites,agentic-news,Agentic News is an AI-powered platform for news,"Agentic News is an AI-powered platform for news alerts and interpretation across user-selected topics. Review official links, current listing details, and...","Agentic News explains news from the perspectives you choose. Evidence: Agentic News is an AI-powered news alerts and interpretation platform for whatever you care about. It clusters noisy coverage into clean story groups, then explains what it means from the… Official product source (opens in new tab) Official / Checked Aug 10, 2026 Agentic News groups near-duplicate coverage into a single cluster backed by multiple sources. Evidence: Instead of twenty versions of the same story, Agentic News groups near-duplicate coverage into a single cluster with multiple sources.",https://agentic-news.ai/,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/agentic-news-20260810110616.webp,Analytics,analytics,Analytics,"
• Users can create agents that watch specific topics, competitors, or niche interests. Evidence: Create agents that watch the web for specific topics, competitors, or niche interests—without drowning you in duplicates. Official product source (opens in new tab) Official / Checked Aug 10, 2026
• Agentic News groups near-duplicate reporting into one cluster with multiple sources. Evidence: Instead of twenty versions of the same story, Agentic News groups near-duplicate coverage into a single cluster with multiple sources. Official product source (opens in new tab) Official / Checked Aug 10, 2026
• Full API access is available through MCP. Evidence: Full API access via MCP (Model Context Protocol). Official website (opens in new tab) Official / Checked Aug 10, 2026","
• 1 Use Agentic News to create agents that watch topics or competitors without duplicates. Evidence: Create agents that watch the web for specific topics, competitors, or niche interests—without drowning you in duplicates. Official product source (opens in new tab) Official / Checked Aug 10, 2026
• 2 Use Agentic News to save stories and ask questions with citations to underlying sources. Evidence: Save stories and ask questions across what you’ve collected. Answers include citations to the underlying sources. Official product source (opens in new tab) Official / Checked Aug 10, 2026",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Agentic Demand: AI Sales and Marketing Agent | ClawSites,agentic-demand,Agentic Demand builds AI-powered outbound systems for qualified-meeting,"Agentic Demand builds AI-powered outbound systems for qualified-meeting generation. Review official links, current listing details, and related AI agent tools...","Agentic Demand builds and runs AI-powered outbound prospecting systems that handle research, scoring, email writing, sending, LinkedIn outreach, and meeting booking. Evidence: What does Agentic Demand actually do? We build and run AI-powered outbound prospecting systems. We handle research, scoring, email writing, sending, LinkedIn outreach, and meeting booking.… Official product source (opens in new tab) Official / Checked Aug 10, 2026 Agentic Demand's reply intelligence agent classifies every inbound, pulls its full touch history, and routes it. Evidence: A reply is a signal, not an interruption. Our reply intelligence agent classifies every inbound into one of seven buckets (interested, objection, referral, unsubscribe, out-of-office,…",https://www.agentic-demand.com/,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/agentic-demand-20260810203047.webp,Marketing,marketing,Marketing,"
• Agentic Demand checks acquisition, merger, shutdown, and rename signals before sequence writing. Evidence: Before any sequence writing, the research agent checks for acquisition, merger, shutdown, or rename signals. Official product source (opens in new tab) Official / Checked Aug 10, 2026
• Agentic Demand reply intelligence classifies intent, pulls outreach history, and scores reply priority. Evidence: The reply intelligence agent classifies intent, pulls the full outreach history for that contact (every email, every LinkedIn touch, every prior reply), and scores the reply for priority. Official product source (opens in new tab) Official / Checked Aug 10, 2026","
• 1 Use Agentic Demand to build an AI-powered outbound system for qualified-meeting generation. Evidence: Agentic Demand builds AI-powered outbound systems that fill your calendar with qualified meetings. Official product source (opens in new tab) Official / Checked Aug 10, 2026
• 2 Use Agentic Demand for research, scoring, email writing, sending, LinkedIn outreach, and meeting booking. Evidence: What does Agentic Demand actually do? We build and run AI-powered outbound prospecting systems. We handle research, scoring, email writing, sending, LinkedIn outreach, and meeting booking.… Official product source (opens in new tab) Official / Checked Aug 10, 2026",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
AgentiCraft: AI Agent Infrastructure | ClawSites,agenticraft,"AgentiCraft implements agent infrastructure for OASF schemas, federated","AgentiCraft implements agent infrastructure for OASF schemas, federated discovery, verifiable identity, and SLIM messaging.","AgentiCraft is distributed as three focused Python packages. Evidence: AgentiCraft is distributed as three focused Python packages. Install what you need: Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026 AgentiCraft runs on your own server. Evidence: Run AgentiCraft on your own server. The full stack — 6 agents, privacy classification, Thompson Sampling routing — on a $9/month VPS.",https://agenticraft.ai,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/agenticraft-20260606222658.jpg,Management,management,Management,"
• AgentiCraft implements W3C Verifiable Credentials identity. Evidence: AgentiCraft implements the Linux Foundation’s emerging agent-infrastructure standard (contributed by Cisco) end-to-end — OASF agent schemas, a federated discovery directory, W3C Verifiable… Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026
• AgentiCraft LLM uses optional dependencies for each provider. Evidence: agenticraft-llm uses optional dependencies for each provider. Install only what you need: Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026","
• 1 Install AgentiCraft packages and build an LLM-powered agent. Evidence: Install AgentiCraft packages and build your first LLM-powered agent in minutes. Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026
• 2 Run AgentiCraft on your own server. Evidence: Run AgentiCraft on your own server. The full stack — 6 agents, privacy classification, Thompson Sampling routing — on a $9/month VPS. Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026",,Web Browser,PAID,Contact for pricing,FALSE,,FALSE,,,,,,
AgentSwarms: AI Agent Infrastructure | ClawSites,agentswarms,"AgentSwarms is a self-hosted, source-available platform for running","AgentSwarms is a self-hosted, source-available platform for running AI agents against your own data. Review official links, current listing details, and...","AgentSwarms is a learning and prototyping platform for agentic AI. Evidence: AgentSwarms is a learning and prototyping platform for agentic AI. Official documentation (opens in new tab) Official / Checked Aug 9, 2026 AgentSwarms is source-available under the Elastic License 2.0. Evidence: AgentSwarms is source-available under the Elastic License 2.0 (ELv2). Official source repository (opens in new tab) Official / Checked Aug 9, 2026",https://agentswarms.fyi/,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/agentswarms-20260810110616.webp,Analytics,analytics,Analytics,"
• AgentSwarms runs real swarms in the browser with side-panel lessons and forkable templates. Evidence: AgentSwarms An interactive school for Agentic AI. Run real swarms in the browser, read the side-panel lesson, then fork the template and make it your own. Official website (opens in new tab) Official / Checked Aug 9, 2026
• AgentSwarms is a unified agentic AI and business intelligence platform. Evidence: GitHub - AgentSwarms-fyi/agentswarms: Unified Agentic AI and Business Intelligence Platform · GitHub Official source repository (opens in new tab) Official / Checked Aug 9, 2026","
• 1 Deploy AgentSwarms as your own agentic AI and business intelligence platform. Evidence: Deploy your own agentic AI & business-intelligence platform. Official source repository (opens in new tab) Official / Checked Aug 9, 2026
• 2 Run AI agents against your own data with a self-hosted AgentSwarms deployment. Evidence: AgentSwarms is a self-hosted, source-available platform for running AI agents against your own data. Official source repository (opens in new tab) Official / Checked Aug 9, 2026",,Web Browser,FREE,Free plan available,TRUE,https://agentswarms.fyi/docs,TRUE,https://github.com/AgentSwarms-fyi/agentswarms,,,,,
AI by Zapier: AI Workflow Automation | ClawSites,ai-by-zapier,AI by Zapier is a built-in tool that,"AI by Zapier is a built-in tool that lets you add AI action steps to your Zap workflows. Review official links, current listing details, and related AI agent...","With AI by Zapier, teams can build workflows that combine if-then automation with AI where it adds value. Evidence: With AI by Zapier you can build workflows that combine if-then automation with AI exactly where it adds value. Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026 AI by Zapier uses the same task-based pricing as the rest of Zapier. Evidence: AI by Zapier uses the same task-based pricing as the rest of Zapier.",https://zapier.com/apps/ai/integrations,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/zapier-agents-20260606222658.jpg,Automation,automation,Automation,"
• AI by Zapier supports agentic steps that reason and act autonomously. Evidence: AI by Zapier lets you mix and match, within a single Zap, agentic steps that reason and act autonomously, AI steps for tasks like summarization and classification, and deterministic steps… Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026
• AI by Zapier can mix agentic, AI, and deterministic steps within one Zap. Evidence: AI by Zapier lets you mix and match, within a single Zap, agentic steps that reason and act autonomously, AI steps for tasks like summarization and classification, and deterministic steps… Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026","
• 1 AI by Zapier can classify support tickets and use connected knowledge to draft replies. Evidence: AI by Zapier classifies the ticket by intent, issue type, and complexity, then uses your connected knowledge sources to draft a reply in your preferred tone. Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026
• 2 Use synced documents, pages, or files to ground AI by Zapier responses. Evidence: AI by Zapier can reference synced documents, pages, or files to ground its responses. Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026",Zapier,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
AgentLux: AI Agent Community Features & Limits | ClawSites,agentlux,"AgentLux lets AI agents get on-chain identity, offer","AgentLux lets AI agents get on-chain identity, offer or hire services and settle work with x402. Review official links, current listing details, and related AI...","AgentLux uses escrow receipts for a payment-verified track record. Evidence: AgentLux is an agent economy where AI agents get on-chain identity, offer or hire services, settle work with x402, and build a payment-verified track record from escrow receipts people can… Official website (opens in new tab) Official / Checked Sep 7, 2026 The AgentLux MCP server exposes identity, services and marketplace workflows. Evidence: The AgentLux MCP (Model Context Protocol) server exposes identity, services, marketplace, creator, social, and proof workflows as MCP tools. Official product documentation (opens in new tab) Official / Checked Sep 7, 2026",https://agentlux.ai/,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/agentlux-20260914-5pyiW4VvG9gs4XNzvNk2xYu2klkCuz.webp,Community,community,Community,"
• On-chain agent identity. Evidence: AgentLux is an agent economy where AI agents get on-chain identity, offer or hire services, settle work with x402, and build a payment-verified track record from escrow receipts people can… Official website (opens in new tab) Official / Checked Sep 7, 2026
• Payment-verified escrow receipts. Evidence: AgentLux is an agent economy where AI agents get on-chain identity, offer or hire services, settle work with x402, and build a payment-verified track record from escrow receipts people can… Official website (opens in new tab) Official / Checked Sep 7, 2026","
• 1 Offer or hire services. Evidence: AgentLux is an agent economy where AI agents get on-chain identity, offer or hire services, settle work with x402, and build a payment-verified track record from escrow receipts people can… Official website (opens in new tab) Official / Checked Sep 7, 2026
• 2 Settle work with x402. Evidence: AgentLux is an agent economy where AI agents get on-chain identity, offer or hire services, settle work with x402, and build a payment-verified track record from escrow receipts people can… Official website (opens in new tab) Official / Checked Sep 7, 2026",,Web Browser,FREEMIUM,Free plan available,TRUE,https://api.agentlux.ai/v1/docs/agent-sdk/mcp-server,FALSE,,,,,,
AICode: AI Coding Agent Features & Limits | ClawSites,aicode,AICode is a standard VS Code extension. It,"AICode is a standard VS Code extension. It is offline-first, so the initial install takes 2-3 minutes. No account registration.","AICode moves control before code generation instead of after it. Evidence: AICode moves the control before the code is generated, not after. Official product source (opens in new tab) Official / Checked Aug 10, 2026 AICode uses an Ideate, Specify, and Refine loop before code generation. Evidence: Ideate → Specify → Refine loop, AICode catches architectural errors before code generation,",https://ai-code.ai/,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/aicode-20260810110616.webp,Utilities,utilities,Utilities,"
• AICode understands a codebase in depth. Evidence: AICode understands your codebase in depth, even if it is poorly Official product source (opens in new tab) Official / Checked Aug 10, 2026
• AICode shifts effort from late debugging to proactive specification. Evidence: production. AICode shifts the effort from late debugging to proactive specification. Official product source (opens in new tab) Official / Checked Aug 10, 2026
• AICode enforces sound architecture. Evidence: AICode enforces what standard assistants skip: sound architecture, Official product source (opens in new tab) Official / Checked Aug 10, 2026","
• 1 Use AICode's specialized workflow for AI acceleration. Evidence: pollution, AICode's specialized workflow allows AI acceleration Official product source (opens in new tab) Official / Checked Aug 10, 2026
• 2 Use AICode as a standard VS Code extension. Evidence: AICode is a standard VS Code extension. It is offline-first, so Official product source (opens in new tab) Official / Checked Aug 10, 2026",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
AGNTCY: AI Agent Community Features & Limits | ClawSites,agntcy,AGNTCY delivers an open-source stack for AI-agent collaboration,"AGNTCY delivers an open-source stack for AI-agent collaboration across vendors and frameworks through discovery, identity, messaging, and observability.","AGNTCY is an open-source stack spanning discovery, identity, messaging, and observability for cross-framework agent collaboration. Evidence: AGNTCY delivers an open-source stack enabling AI agents to collaborate across vendors and frameworks through discovery, identity, messaging, and observability. Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026 AGNTCY is part of the Linux Foundation and describes its goal as an open, interoperable Internet of Agents. Evidence: The AGNTCY project is the collective of contributors and maintainers building the Internet of Agents (IoA): an open, interoperable, internet for agent-to-agent collaboration. AGNTCY is…",https://agntcy.org,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/agntcy-20260606222658.jpg,Management,management,Management,"
• AGNTCY standardizes discovery, orchestration, and collaboration between AI agents across frameworks and platforms. Evidence: The AGNTCY platform is an open source framework designed to enable standardized discovery, orchestration, and collaboration between AI agents across different frameworks and platforms… Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026
• AGNTCY provides an MCP server for its DIR project. Evidence: GitHub - agntcy/dir-mcp: MCP Server for DIR · GitHub Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026","
• 1 Use AGNTCY when agents need cross-vendor discovery, identity, messaging, and observability to collaborate across frameworks. Evidence: AGNTCY delivers an open-source stack enabling AI agents to collaborate across vendors and frameworks through discovery, identity, messaging, and observability. Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026
• 2 Use AGNTCY's dir-mcp project as an MCP server for DIR. Evidence: GitHub - agntcy/dir-mcp: MCP Server for DIR · GitHub Editorially reviewed official source (opens in new tab) Official / Checked Aug 9, 2026",,Linux,FREE,Free plan available,FALSE,,TRUE,https://github.com/agntcy,,,,,
Alexa+: AI Assistant Features & Limits | ClawSites,alexa,Alexa+ is Amazon's next-generation assistant powered by generative,"Alexa+ is Amazon's next-generation assistant powered by generative AI. It helps users manage smart homes, make reservations, shop, discover music, and get...","Alexa+ helps users manage smart homes, make reservations, shop, discover music, and get personalized recommendations through natural conversation. Evidence: It helps users manage smart homes, make reservations, shop, discover music, and get personalized recommendations—all through natural conversation that makes advanced AI accessible to… Official website (opens in new tab) Official / Checked Aug 10, 2026 Alexa+ is available on Alexa-enabled devices, Alexa.com, and the Alexa app. Evidence: Alexa+ is available on Alexa-enabled devices, Alexa.com, and the Alexa app—and will continue to get even smarter, faster, and more capable. Official product source (opens in new tab) Official / Checked Aug 10, 2026",https://www.aboutamazon.com/what-we-do/devices-services/alexa-plus,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/alexa-20260810120626.webp,Productivity,productivity,Productivity,"
• Alexa+ can manage smart homes, make reservations, shop, discover music, and provide personalized recommendations. Evidence: It helps users manage smart homes, make reservations, shop, discover music, and get personalized recommendations—all through natural conversation that makes advanced AI accessible to… Official website (opens in new tab) Official / Checked Aug 10, 2026
• Alexa+ costs $19.99 per month. Evidence: Alexa+ costs $19.99 per month Official product source (opens in new tab) Official / Checked Aug 10, 2026
• Alexa+ can navigate the internet in a self-directed way to complete tasks on a user's behalf. Evidence: Alexa+ also introduces agentic capabilities, which will enable Alexa to navigate the internet in a self-directed way to complete tasks on your behalf, behind the scenes. Official product source (opens in new tab) Official / Checked Aug 10, 2026
• Alexa+ add-ons connect partner services for discovery and use through natural conversation. Evidence: Alexa+ add-ons connect your services to Alexa+ so customers can discover and use them through natural conversation. Official product source (opens in new tab) Official / Checked Aug 10, 2026","
• 1 Use Alexa+ to manage smart homes, make reservations, shop, discover music, and receive personalized recommendations through natural conversation. Evidence: It helps users manage smart homes, make reservations, shop, discover music, and get personalized recommendations—all through natural conversation that makes advanced AI accessible to… Official website (opens in new tab) Official / Checked Aug 10, 2026
• 2 Use Alexa+ on Alexa-enabled devices, Alexa.com, or the Alexa app. Evidence: Alexa+ is available on Alexa-enabled devices, Alexa.com, and the Alexa app—and will continue to get even smarter, faster, and more capable. Official product source (opens in new tab) Official / Checked Aug 10, 2026",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Alook: AI Agent Community Features & Limits | ClawSites,alook,Alook is an open-source platform for human-AI collaboration,"Alook is an open-source platform for human-AI collaboration through shared rooms. Review official links, current listing details, and related AI agent tools on...","Alook connects to coding agents on your machine. Evidence: Alook connects to the coding agents already on your machine. It does not supply or host its own models. Official website (opens in new tab) Official / Checked Sep 7, 2026 Local coding agents get persistent identities, inboxes and memberships. Evidence: Alook is where people and AI agents share the same rooms. Your local coding agents get persistent identities — a handle, inbox, and memberships — so your team can address them in servers,…",https://alook.ai/,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/alook-20260914-DAaa7mRG3Hdh8GjclWtfi81INYTNet.webp,Social,social,Social,"
• Shared rooms for people and AI agents. Evidence: Alook is where people and AI agents share the same rooms. Your local coding agents get persistent identities — a handle, inbox, and memberships — so your team can address them in servers,… Official website (opens in new tab) Official / Checked Sep 7, 2026
• Shared channels for team collaboration. Evidence: Your agents already handle real work — Claude Code, Codex, Cursor, OpenCode, or Pi. Alook lets your team collaborate with them directly in shared channels, without forwarding messages or… Official website (opens in new tab) Official / Checked Sep 7, 2026","
• 1 Collaborate with coding agents in shared channels. Evidence: Your agents already handle real work — Claude Code, Codex, Cursor, OpenCode, or Pi. Alook lets your team collaborate with them directly in shared channels, without forwarding messages or… Official website (opens in new tab) Official / Checked Sep 7, 2026
• 2 Address local coding agents in servers, channels and DMs. Evidence: Alook is where people and AI agents share the same rooms. Your local coding agents get persistent identities — a handle, inbox, and memberships — so your team can address them in servers,… Official website (opens in new tab) Official / Checked Sep 7, 2026",,Mac,FREEMIUM,Free plan available,TRUE,https://alook.ai/llms.txt,TRUE,,,,,,
OpenClaw Ecosystem Report | Directory Data and AI Agent Trends,openclaw-ecosystem-report,Read the ClawSites OpenClaw ecosystem report with live,"Read the ClawSites OpenClaw ecosystem report with live directory counts, category depth, content-source status, tag trends, and practical AI agent adoption notes.","Read the ClawSites OpenClaw ecosystem report with live directory counts, category depth, content-source status, tag trends, and practical AI agent adoption notes.",https://www.clawsites.com/openclaw-ecosystem-report,https://www.clawsites.com/opengraph-image,/,,/,"
• Ecosystem Report
• SEO/GEO Pro Senior SEO/GEO Codex skill with evidence-first workflows and audit helpers. Marketing 8 votes Updated Aug 8, 2026
• NeverApply An AI job-hunt agent: curated matches, per-role resume tailoring, auto-apply, and tracking. Productivity 2 votes Updated Jul 27, 2026
• Alook Alook is an open-source platform for human-AI collaboration through shared rooms. Social 0 votes Updated Sep 14, 2026
• AI Agent Directory",,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Amazon Q Developer: AI Coding Agent Features & Limits | ClawSites,amazon-q-developer,Amazon Q Developer is a generative AI-powered conversational,"Amazon Q Developer is a generative AI-powered conversational assistant. Review official links, current listing details, and related AI agent tools on ClawSites.","Amazon Q Developer is available for use in code editors. Evidence: Amazon Q Developer is available for use in your code editor. Official website (opens in new tab) Official / Checked Aug 9, 2026 Amazon Q Developer can autonomously implement, document, test, review, refactor, and upgrade code. Evidence: To accelerate building across the entire software development lifecycle, Amazon Q Developer agentic capabilities can autonomously perform a range of tasks-everything from implementing…",https://aws.amazon.com/q/developer/,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/amazon-q-developer-20260810110616.webp,Utilities,utilities,Utilities,"
• Amazon Q Developer generates real-time code suggestions from snippets to full functions. Evidence: Amazon Q Developer generates real-time code suggestions ranging from snippets to full functions based on your comments and existing code. Official website (opens in new tab) Official / Checked Aug 9, 2026
• Amazon Q Developer provides inline code suggestions and chat in popular IDEs. Evidence: Amazon Q Developer provides inline code suggestions, vulnerability scanning, and chat in popular integrated development environments (IDEs), including JetBrains, IntelliJ IDEA, Visual… Official website (opens in new tab) Official / Checked Aug 9, 2026","
• 1 Use Amazon Q Developer to investigate operational incidents and diagnose networking issues on AWS. Evidence: Amazon Q Developer is an expert on AWS and is in the AWS Management Console and available in Microsoft Teams and Slack to help optimize your cloud costs and resources, provide guidance on… Official website (opens in new tab) Official / Checked Aug 9, 2026
• 2 Amazon Q Developer helps build analytics, AI/ML, and generative AI applications with data. Evidence: Amazon Q Developer helps you get the most from your data to easily build analytics, AI/ML, and generative AI applications faster. Official website (opens in new tab) Official / Checked Aug 9, 2026",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
API2Cart MCP: AI Agent Infrastructure | ClawSites,api2cart-mcp,API2Cart MCP lets AI agents work with connected,"API2Cart MCP lets AI agents work with connected e-commerce platforms through API2Cart. Review official links, current listing details, and related AI agent...","API2Cart MCP connects agents to tools for an integration and connection. Evidence: API2Cart MCP allows AI agents to work with connected e-commerce platforms through API2Cart without manually calling every REST endpoint. Official website (opens in new tab) Official / Checked Sep 7, 2026 The API2Cart MCP server implements Model Context Protocol over HTTP. Evidence: The API2Cart MCP server implements the Model Context Protocol over HTTP transport.",https://api2cart.com/docs/how-to-use-api2cart-mcp/,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/api2cart-mcp-20260914-P8cs5WbkJyr1RfUqDyNeFBZRef2jWw.webp,Integrations,integrations,Integrations,"
• Connected e-commerce platforms. Evidence: API2Cart MCP allows AI agents to work with connected e-commerce platforms through API2Cart without manually calling every REST endpoint. Official website (opens in new tab) Official / Checked Sep 7, 2026
• Model Context Protocol over HTTP transport. Evidence: The API2Cart MCP server implements the Model Context Protocol over HTTP transport. Official website (opens in new tab) Official / Checked Sep 7, 2026","
• 1 Export products from a connection. Evidence: Use API2Cart MCP. Work with connection id 12345 and get the first 10 products with id, name, sku, price, and image URLs only. Official website (opens in new tab) Official / Checked Sep 7, 2026
• 2 Check orders updated during the last 24 hours. Evidence: Use API2Cart MCP. Work with my selected connection. Get orders updated during the last 24 hours. Return only order id, status, total, currency, customer email, and updated time. Official website (opens in new tab) Official / Checked Sep 7, 2026",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Augment Code: AI Coding Agent Features & Limits | ClawSites,augment-code,Augment Code is designed to provide context for,"Augment Code is designed to provide context for developers working with large codebases. Review official links, current listing details, and related AI agent...","Augment Code's Agent supports software development tasks end-to-end, from quick edits to feature implementation. Evidence: Augment Agent is a powerful tool that can help you complete software development tasks end-to-end. From quick edits to complete feature implementation, Agent breaks down your requests into a… Official product source (opens in new tab) Official / Checked Aug 10, 2026 Augment is a developer AI for teams that understands their codebase and software-development practices. Evidence: Augment is the developer AI for teams that deeply understands your codebase and how you build software. Your code, your dependencies, and your best practices are all at your fingertips.",https://www.augmentcode.com/,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/augment-code-20260810110616.webp,Utilities,utilities,Utilities,"
• Agent breaks requests into a functional plan and implements each step. Evidence: Augment Agent is a powerful tool that can help you complete software development tasks end-to-end. From quick edits to complete feature implementation, Agent breaks down your requests into a… Official product source (opens in new tab) Official / Checked Aug 10, 2026
• Agent can create, edit, or delete code and use terminal and MCP integrations. Evidence: To use Agent, simply type your request into the input box using natural language and click the submit button. You will see the default context including your current workspace and file. You… Official product source (opens in new tab) Official / Checked Aug 10, 2026
• Workspace checkpoints are automatically saved and can be restored. Evidence: Checkpoints are automatically saved snapshots of your workspace as Agent implements the plan allowing you to easily revert back to a previous step. This enables Agent to continue working… Official product source (opens in new tab) Official / Checked Aug 10, 2026","
• 1 Implement a feature, upgrade a dependency, or write a pull request. Evidence: Use Agent to complete simple and complex tasks across your workflow–implementing a feature, upgrade a dependency, or writing a pull request. Official product source (opens in new tab) Official / Checked Aug 10, 2026
• 2 Complete simple and complex tasks across a software-development workflow. Evidence: Use Agent to complete simple and complex tasks across your workflow–implementing a feature, upgrade a dependency, or writing a pull request. Official product source (opens in new tab) Official / Checked Aug 10, 2026",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
OpenClaw Tools Directory | Browse Categories & Tags,openclaw-tools,"Discover OpenClaw tools, bots, and AI agent sites","Discover OpenClaw tools, bots, and AI agent sites across every category. Browse by category and compare current directory details.","Discover OpenClaw tools, bots, and AI agent sites across every category. Browse by category and compare current directory details.",https://www.clawsites.com/openclaw-tools,https://www.clawsites.com/opengraph-image,Task Automation,task-automation,Task Automation,"
• • Web Scraping tools
• • Puppeteer Alternatives
• • QA Testing Infrastructure
• • RPA Workflow Agents
• AI Agent Directory",,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Artisan: AI Sales and Marketing Agent | ClawSites,artisan,Artisan is an enterprise AI sales platform with,"Artisan is an enterprise AI sales platform with an AI BDR product named Ava. Review official links, current listing details, and related AI agent tools on...","Artisan combines prospecting, enrichment, outreach, and follow-up in one platform. Evidence: Artisan is helping to drive this shift. It combines prospecting, enrichment, outreach, and follow-up in one platform. Official product source (opens in new tab) Official / Checked Aug 10, 2026 Artisan is an AI-first platform that automates inbound and outbound sales tasks. Evidence: Artisan is an AI-first platform that automates a wide range of inbound and outbound sales tasks.",https://www.artisan.co/,https://p72pzjhpwv1snb7d.public.blob.vercel-storage.com/screenshots/artisan-20260810110616.webp,Marketing,marketing,Marketing,"
• Artisan is built around Ava, an autonomous BDR that manages the early and middle stages of outbound sales. Evidence: Artisan is an AI-first platform that automates a wide range of inbound and outbound sales tasks. It is built around Ava, an autonomous business development rep (BDR), who can fully manage… Official product source (opens in new tab) Official / Checked Aug 10, 2026
• Enterprise plans add SSO or SAML, audit logs, and advanced security controls. Evidence: Artisan is SOC 2 Type II certified and supports SSO / SAML, advanced security controls, and audit logs. Official product source (opens in new tab) Official / Checked Aug 10, 2026","
• 1 Use Artisan to consolidate prospecting, enrichment, outreach, and follow-up in one platform. Evidence: Artisan is helping to drive this shift. It combines prospecting, enrichment, outreach, and follow-up in one platform. Official product source (opens in new tab) Official / Checked Aug 10, 2026
• 2 Use Artisan when cold outreach is a viable growth channel for the sales team. Evidence: Artisan retains a outbound focus and is ideally suited to teams for whom cold outreach is a viable growth channel Official product source (opens in new tab) Official / Checked Aug 10, 2026",,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
